央视一套,#genre#
Jeepney,P2p://147.135.39.171:9906/5ede79e300049b90baa1991151077283.ts

MYX,P2p://147.135.39.171:9906/5ede79e2000819e6baa196130da37dab.ts

Cinema One,P2p://147.135.39.171:9906/5ede79e3000a19a3baa19a781bb80e2b.ts

LIGA,P2p://147.135.39.171:9906/5ede79e2000dbf25baa1977a040b2839.ts

Sports Action,P2p://147.135.39.171:9906/5ede79e20002b6b1baa194ac2e0a1203.ts

KBS1,P2p://147.135.39.171:9906/5f25734f0003ad535191c8447f6a574b.ts

KBS2,P2p://147.135.39.171:9906/5f25734e000d3bb25191c6cd12a62a20.ts

KBS WORLD,P2p://147.135.39.171:9906/5cc692b80004f64bfaf4b1b939f45ab9.ts

KBS Drama,P2p://147.135.39.171:9906/5f25735100036cbf5191d0045bed5f49.ts

KBS Joy,P2p://147.135.39.171:9906/5f2574ed0005f01651981a1064857571.ts

SBS,P2p://147.135.39.171:9906/5f25734e000076245191c39120e23275.ts

SBS Plus,P2p://147.135.39.171:9906/5f257350000707505191cd070dc521f5.ts

JTBC,P2p://147.135.39.171:9906/5f25734c000cc7245191beed250455e9.ts

EBS,P2p://147.135.39.171:9906/5f257351000a6e5a5191d1d93df76dfa.ts

YTN,P2p://147.135.39.171:9906/5f25734d000324735191c05571065721.ts

YTN SCIENCE,P2p://147.135.39.171:9906/5e9e72fe000c276cc08631424b0466d3.ts

OCN,P2p://147.135.39.171:9906/5f2574ef00062df7519821f01b095d0f.ts

OCN Movies,P2p://147.135.39.171:9906/5f2574ee0003140151981d3d6f9e635f.ts

CBS,P2p://147.135.39.171:9906/5f2574ed000c603551981bb6526a272b.ts

TVN,P2p://147.135.39.171:9906/5f25734d0009e72b5191c20a0d235030.ts

MBC,P2p://147.135.39.171:9906/5f25734e000616785191c4f86057517d.ts

MBC every1,P2p://147.135.39.171:9906/5f257350000ceb7e5191ce8d5f4a1830.ts

SPOTV,P2p://147.135.39.171:9906/5f2574f0000984f8519826b30f2111d7.ts

SPOTV 2,P2p://147.135.39.171:9906/5f2574f000038eeb5198252c60e82e6c.ts

JTBC GOLF,P2p://147.135.39.171:9906/5f2574ec00085212519816c47ee60027.ts

Tooniverse,P2p://147.135.39.171:9906/5f2574ef0000750c519820790a837c4b.ts

Hello HD,P2p://147.135.39.171:9906/5f56427f0004fce8103b7c3347993c4c.ts

Al-Hijrah,P2p://147.135.39.171:9906/5f01870a0008ef54438d3fc85b042feb.ts

TV Okey,P2p://147.135.39.171:9906/5f01870b000ba120438d446c25081b53.ts

BERNAMA,P2p://147.135.39.171:9906/5f01870a000eb6cb438d414f606d39f8.ts

Drama Sangat,P2p://147.135.39.171:9906/5f01870b0005da5c438d42e57946369f.ts

RTM sport,P2p://147.135.39.171:9906/5eb2a26d000c50c10f5f9efc20162ff4.ts

ARENA,P2p://147.135.39.171:9906/5e70639f000ac19b0c99d1ef7d141fe1.ts

SuperSport1,P2p://ns1.hellotvvod.com:9906/5f9538d2000aaec65c7c1e2e0fb02d0b.ts

SuperSport2,P2p://ns1.hellotvvod.com:9906/5f9538d20004cebf5c7c1cb702100051.ts

SuperSport3,P2p://ns1.hellotvvod.com:9906/5f8befa80007b51f383651636e125e31.ts

SuperSport4,P2p://ns1.hellotvvod.com:9906/5f9538d1000ec53a5c7c1b5f068a66f8.ts

TV1,P2p://147.135.39.171:9906/5cc690ef00003d09faedb76859f97961.ts

TV2,P2p://147.135.39.171:9906/5cc690ee000ddbabfaedb6fb4a9f251a.ts

TV3,P2p://147.135.39.171:9906/5e70639d0008ef4d0c99c9a23c1832d2.ts

NTV7,P2p://147.135.39.171:9906/5ea3241a00018c93d2da03f237be6816.ts

8TV,P2p://ns1.hellotvvod.com:9906/5f7ee19600003a8805375e1016bc251f.ts

TV9,P2p://147.135.39.171:9906/5e70639e0009c6f70c99cdb9519c473f.ts

Berita RTM,P2p://147.135.39.171:9906/5eb2a25e000c65a00f5f647368d77267.ts

OASIS,P2p://147.135.39.171:9906/5e7063a0000a441f0c99d5a80aa6129b.ts

WARNA,P2p://147.135.39.171:9906/5e70639e000f0e3b0c99cf216c5913ce.ts

Rania,P2p://147.135.39.171:9906/5f4fbf46000e8b0ef6cad4d273745479.ts

PRIMA,P2p://147.135.39.171:9906/5e7063a0000087f20c99d337506b0805.ts

CITRA,P2p://ns1.hellotvvod.com:9906/5f8beeb20002421d38328f0b08f34b1f.ts

RIA,P2p://147.135.39.171:9906/5e70639f00049b1c0c99d059295a2a4b.ts

AWANI,P2p://147.135.39.171:9906/5e7cedac0000aae33d951cf503ce1dcb.ts

Aura,P2p://147.135.39.171:9906/5f4fbf47000585ecf6cad6684c33419d.ts

Naura HD,P2p://147.135.39.171:9906/5f4fccf3000da776f700405c54ae4c60.ts

全佳HD,P2p://147.135.39.171:9906/5c4fcb8900029b927eeb6ef27e573cdc.ts

双星HD,P2p://147.135.39.171:9906/5c4fcc4900021daf7eee5cd26e523e7e.ts

欢喜台HD,P2p://147.135.39.171:9906/5f36d43f00011311957484b07a516b30.ts

欢喜台(备),P2p://147.135.39.171:9906/5f36d43f000399ca9574854c058c2796.ts

华丽台HD,P2p://147.135.39.171:9906/5f173561000bda7819efbb3d2df41108.ts

华丽台(备),P2p://147.135.39.171:9906/5f1735610009ecf919efbac0734102e1.ts

AEC HD,P2p://147.135.39.171:9906/5f36d3da000710de9572fbae45375da9.ts

AEC(备),P2p://147.135.39.171:9906/5f36d3da0009ba5e9572fc5a43982d77.ts

小太阳,P2p://147.135.39.171:9906/5c311b380000b12f06c9ab7174b605e2.ts

Ceria,P2p://147.135.39.171:9906/5f4fccf300078ac3f7003ec579774be4.ts

TVIQ,P2p://147.135.39.171:9906/5f4fccf300005701f7003cf105684ec1.ts

AOD HD,P2p://147.135.39.171:9906/5eb3076300010b0110e9fd0d71637a0b.ts

AOD(备),P2p://147.135.39.171:9906/5e577104000e8a9a3121b4f12c473608.ts

爱奇艺,P2p://147.135.39.171:9906/5e57755e00054af53132b22041d007fa.ts

ONE,P2p://147.135.39.171:9906/5f4fbf460007a964f6cad30d777c280a.ts

BOO,P2p://147.135.39.171:9906/5f4fbf47000b2f16f6cad7df4fcb0abd.ts

HBO,P2p://147.135.39.171:9906/5f326ba0000c08a6843bda6612ec35bb.ts

Fox Movies,P2p://147.135.39.171:9906/5f4fbf4500038dacf6cace1b67ec112a.ts

Fox Action Movies,P2p://147.135.39.171:9906/5f4fbf45000a6fa4f6cacfe12639149b.ts

tvN Movies,P2p://147.135.39.171:9906/5f4fbf460001348ef6cad16722e87041.ts

NHK-G综合,P2p://ns1.hellotvvod.com:9906/5f8e8b6d000a40c64266cb877814109b.ts

NHK-E教育,P2p://ns1.hellotvvod.com:9906/5f8e8b6d00047c5b4266ca10501a48f6.ts

日本テレビ,P2p://ns1.hellotvvod.com:9906/5f8e8b6c000db35f4266c889237b5bbb.ts

NHK WORLD JAPAN,P2p://ns1.hellotvvod.com:9906/5f8e8b6b0004fc324266c25f3a616c0b.ts

TBSテレビ,P2p://ns1.hellotvvod.com:9906/5f8e8b6b000afbaf4266c3e60a932620.ts

テレビ東京,P2p://ns1.hellotvvod.com:9906/5f8e8b6c00020ecb4266c58c2fa16cf5.ts

フジテレビ,P2p://ns1.hellotvvod.com:9906/5f8e8b6c00081df04266c712741850bb.ts

abc朝日,P2p://ns1.hellotvvod.com:9906/5f8e8b6a0007e5784266bf42514b1c5e.ts

読売テレビ,P2p://147.135.39.171:9906/5f0a0d8f000cfa8c64dac9bf624b4af1.ts

毎日放送,P2p://147.135.39.171:9906/5f0a0d8f0005c67764dac7db3b3e5459.ts

毎日放送,P2p://50.7.118.66:9906/5ee1868c000af4b0e7bd116a2b324705.ts

関西テレビ,P2p://147.135.39.171:9906/5f0a0d8e000eb41a64dac6445f4d036e.ts

関西テレビ,P2p://50.7.118.66:9906/5ee1869e0006e717e7bd56b17aab2ae4.ts

朝日放送,P2p://147.135.39.171:9906/5f0a0d8e0008c06164dac4be170e7a3a.ts

朝日放送,P2p://50.7.118.66:9906/5ee186ae00081844e7bd957f3ee61ce1.ts

テレビ大阪,P2p://ns1.hellotvvod.com:9906/5f8e8b6a000e3b324266c0d805ea30b5.ts

サンテレビ,P2p://147.135.39.171:9906/5f0a0d8e0001d63964dac2f952584b73.ts

サンテレビ,P2p://50.7.118.66:9906/5ee186be0009c383e7bdd46c3d99681a.ts

BS-1,P2p://ns1.hellotvvod.com:9906/5f8e8ad0000007bf426463af7bfb78b9.ts

BSプレミアム,P2p://147.135.39.171:9906/5f0a0d8d000ac64a64dac153166063bb.ts

BSプレミアム,P2p://50.7.118.66:9906/5ee186ce00039099e7be11563e317be2.ts

BS日テレ,P2p://147.135.39.171:9906/5f0a0d8d0003dbed64dabf8e16076ef8.ts

BS日テレ,P2p://50.7.118.66:9906/5ee186dd0008cf5fe7be4d462a587472.ts

BS朝日,P2p://147.135.39.171:9906/5f0a0d8c000b8e3564dabda935ae303e.ts

BS朝日,P2p://50.7.118.66:9906/5ee186ee00035390e7be8e4636ce39cf.ts

BS-TBS,P2p://147.135.39.171:9906/5f0a0d8c0005292f64dabc0372995a19.ts

BS-TBS,P2p://50.7.118.66:9906/5ee186fe00003a1be7becbfb0ba972cd.ts

BSジャパン,P2p://147.135.39.171:9906/5f0a0fee000847bf64e40b9f5f0b130c.ts

BSジャパン,P2p://50.7.118.66:9906/5ee1870c0009c383e7bf051c77ce4de3.ts

BSフジ,P2p://147.135.39.171:9906/5f0a0fee0001abc064e409e97a1c773b.ts

BSフジ,P2p://50.7.118.66:9906/5ee1871d000d570ae7bf486f605e7a60.ts

WOWOWプライム,P2p://ns1.hellotvvod.com:9906/5f8e8acd000968f842645a58167b5d67.ts

WOWOWライブ,P2p://ns1.hellotvvod.com:9906/5f8e8acd000ecc4a42645bb06c1e50fc.ts

WOWOWシネマ,P2p://147.135.39.171:9906/5f8e8acd00037789426458d160766981.ts

スター?チャンネル1,P2p://ns1.hellotvvod.com:9906/5f8e8acc000ccde54264574b0f3c1b8c.ts

スター?チャンネル2,P2p://ns1.hellotvvod.com:9906/5f8e8acc0006bb1c426455c479bb693e.ts

スター?チャンネル3,P2p://ns1.hellotvvod.com:9906/5f8e8acc0000f6604264543d761670ab.ts

BSアニマックス,P2p://ns1.hellotvvod.com:9906/5f8e8acb000a7821426452c616c94d10.ts

J sports 1,P2p://ns1.hellotvvod.com:9906/5f8e8acf00096eac426462284ce720d6.ts

J sports 2,P2p://ns1.hellotvvod.com:9906/5f8e8acf0003c198426460b1709e2268.ts

J sports 3,P2p://ns1.hellotvvod.com:9906/5f8e8ace000b7cfd42645ecd16af7d2d.ts

J sports 4,P2p://ns1.hellotvvod.com:9906/5f8e8ace0005662642645d36175b5c27.ts

グリーンチャンネル,P2p://ns1.hellotvvod.com:9906/5f8e8acb000478ae426451406bdd6d5f.ts

スカイ?A sports＋,P2p://147.135.39.171:9906/5f0a0fed00096ed664e4080534846fa3.ts

スカイ?A sports＋,P2p://50.7.118.66:9906/5ee1873400003a1be7bf9eeb5e3d0c71.ts

ゴルフネットワークHD,P2p://147.135.39.171:9906/5f0a0fec000b349364e4048a757b3a4d.ts

ゴルフネットワークHD,P2p://50.7.118.66:9906/5ee18753000d570ae7c01b5f089d139d.ts

時代劇専門チャンネル,P2p://147.135.39.171:9906/5f0a0fec00040f6464e402b53d536b3e.ts

時代劇専門チャンネル,P2p://50.7.118.66:9906/5ee18763000b31b9e7c05952101b100c.ts

Music Japan TV,P2p://147.135.39.171:9906/5f0a0feb000cf83464e4010f305d4981.ts

Music Japan TV,P2p://50.7.118.66:9906/5ee18774000e4b2ee7c09c852d8b0dcf.ts

ディスカバリーチャンネル,P2p://147.135.39.171:9906/5f0a0fea000e564264e3fd856b3a5d97.ts

Shop Channel,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8

日テレNEWS 24,P2p://147.135.39.171:9906/5f0a0fe90008224c64e3f8070efe3e3a.ts

Cartoon Network,P2p://147.135.39.171:9906/5f0a0fe900014ede64e3f6513b971d27.ts

Trans TV HD,P2p://147.135.39.171:9906/5ec63a960000db8e5bea1f1f456d4479.ts

Trans 7 HD,P2p://147.135.39.171:9906/5ec63a95000af2ea5bea1dd75c637b34.ts

Galaxy Premium,P2p://147.135.39.171:9906/5f0abba50008f5486782cea53ef56e77.ts

IMC,P2p://147.135.39.171:9906/5f0abba6000027db6782d04b54d85e60.ts

CNN印尼,P2p://147.135.39.171:9906/5ec628ed0007f7575ba524cc06113d4d.ts

CNBC印尼,P2p://147.135.39.171:9906/5ec628ed000236c15ba523556bb01254.ts

InsertLive,P2p://147.135.39.171:9906/5ec62ecc0009f88b5bbc147155f155c7.ts

Mola Sport,P2p://147.135.39.171:9906/5ec62ecc0004b5545bbc13097fb03c51.ts

卫视卡式台,P2p://147.135.39.171:9906/5ec62ecd0005c21e5bbc173f4d127405.ts

卫视电影台(印尼),P2p://147.135.39.171:9906/5ec628ed000d69cb5ba526333d1a1d98.ts

Lingua HD,P2p://147.135.39.171:9906/5ec62ecd0000579e5bbc15d8505d3e65.ts

BBC Lifestyle,P2p://147.135.39.171:9906/5f2afc3600058bb567308f192cab4362.ts

BBC WORLD NEWS,P2p://147.135.39.171:9906/5e7cf263000230893da7883a211a41d0.ts

DW,P2p://147.135.39.171:9906/5efb85a6000027022c17bdb0796926ff.ts

VTV1,P2p://147.135.39.171:9906/5eb9775e0006d00b2a0f7cbf730a7b2c.ts

VTV2,P2p://147.135.39.171:9906/5eb9775e0005870e2a0f7c62491f681a.ts

VTV4,P2p://147.135.39.171:9906/5eb9775d000ee5db2a0f7adb47e74d77.ts

VTV5,P2p://147.135.39.171:9906/5eb9775d0009f0f42a0f79a20dd9201b.ts

VTV6,P2p://147.135.39.171:9906/5eb9775d000503cb2a0f785a5e121138.ts

VTV7,P2p://147.135.39.171:9906/5eb9775c000f25f12a0f771259066bf7.ts

NDTV,P2p://147.135.39.171:9906/5ea1e2f30001a88dcdf3839a38f22073.ts

Star Movies HD,P2p://147.135.39.171:9906/5ea1e2fc000b1e57cdf3a933489b3aee.ts

Star Plus,P2p://147.135.39.171:9906/5ea1e2fc0005a793cdf3a7cc7c68377b.ts

Sony Sab,P2p://147.135.39.171:9906/5ea1e2fd00069934cdf3abf2016e348a.ts

Sony,P2p://147.135.39.171:9906/5ea1e2ff00039dbbcdf3b2f71ce92d77.ts

Sony MAX HD,P2p://147.135.39.171:9906/5ea1e2fe000871aacdf3b0575765204d.ts

Sony WAH,P2p://147.135.39.171:9906/5ea1e2fd000bdc94cdf3ad4a6b63095f.ts

India TV,P2p://147.135.39.171:9906/5ea1e2fe0002190acdf3aeb242576427.ts

And Pictures,P2p://147.135.39.171:9906/5ea1e2fd0000ff8ecdf3aa8b0c5e11d5.ts

Zee Yuva,P2p://147.135.39.171:9906/5ea1e5fe0002b19ccdff66e05a02389a.ts

Zee News,P2p://147.135.39.171:9906/5ea1e5fe000dadc6cdff69af54d94842.ts

ZeeTV,P2p://147.135.39.171:9906/5ea1e5fe000856dccdff6848483f5cca.ts

Zee Marathi,P2p://147.135.39.171:9906/5ea1e5ff0008d265cdff6c4f0dae2324.ts

Zee Bollywood,P2p://147.135.39.171:9906/5ea1e5ff000d74fdcdff6d881211672c.ts

Zee Cinema HD,P2p://147.135.39.171:9906/5ea1e5ff000383c3cdff6af733c90a84.ts

Zee Tamil,P2p://147.135.39.171:9906/5ea1e2f3000aef2acdf385fc1cd845f2.ts

Colors TV,P2p://147.135.39.171:9906/5ea1e2f400062de8cdf388ab25ad036b.ts

Ten 1,P2p://147.135.39.171:9906/5ea1e2fc000077fbcdf3a674214a1a17.ts

Ten 2,P2p://147.135.39.171:9906/5ea1e2fb0009cc85cdf3a4ee4ac84456.ts

Ten 3,P2p://147.135.39.171:9906/5ea1e2fb0003a171cdf3a36721136ab0.ts

HKC beIN SPORTS1,P2p://147.135.39.171:9906/5ea28d9a0005c385d08e210c66e47615.ts

HKC beIN SPORTS2,P2p://147.135.39.171:9906/5ea28d9a000cfc2bd08e22e03ebd0c76.ts

beIN SPORTS MAX,P2p://147.135.39.171:9906/5ea28d9b00031abcd08e243832c371db.ts

GOLF,P2p://ns1.hellotvvod.com:9906/5f7da2bb000bf4920059d9a516e31cf4.ts

WWE,P2p://147.135.39.171:9906/5e9e8306000a3ed5c0c4d0050d315c34.ts

ESPN,P2p://ns1.hellotvvod.com:9906/5f7da082000623600051297716880558.ts

NBA,P2p://ns1.hellotvvod.com:9906/5f7da1e00005c9ec0056809716a2553c.ts

HKC直播新闻台,P2p://147.135.39.171:9906/5ef4ecd400015d191252b914239a34f8.ts

HKC新闻台,P2p://147.135.39.171:9906/5f33ec18000de7fc8a19af945eb25962.ts

HKC财经资讯台,P2p://147.135.39.171:9906/5ead19e0000c2946f9c238242b751a54.ts

HKC 18,P2p://147.135.39.171:9906/5ea539e900018755daff46da4f370362.ts

HKC 603,P2p://147.135.39.171:9906/5ef4ecd300091a2f1252b72006d82fc2.ts

HKC体育台,P2p://147.135.39.171:9906/5ea539e900076757daff48514c4e1e96.ts

HKC Sports Plus 1 HD,P2p://147.135.39.171:9906/5ea539ea00007ceadaff4a743a176aa1.ts

HKC Sports Plus 2,P2p://147.135.39.171:9906/5ef4ecd40007934c1252baaa5c8b564e.ts

HKC综合娱乐台,P2p://147.135.39.171:9906/5e73be6500011d2f19b464df5ab64e5b.ts

惊艳成人电影台,P2p://ns1.hellotvvod.com:9906/5f898378000aecef2ebfae03144d6e94.ts

彩虹E台(H.265),P2p://ns1.hellotvvod.com:9906/5f8981c0000ec1bd2eb8f83d6e1d70ec.ts

彩虹电影台(H.265),P2p://ns1.hellotvvod.com:9906/5f8981c1000557c82eb8f9b427146e0f.ts

LOOK(H.265),P2p://ns1.hellotvvod.com:9906/5f6f13fd000df5af9efa871e6c7b3ce4.ts

松视1,P2p://ns1.hellotvvod.com:9906/5f897f67000298ef2eafc978696968c5.ts

松视2,P2p://ns1.hellotvvod.com:9906/5f89837900017eef2ebfaf7a483e2b6a.ts

潘朵啦玩美台,P2p://ns1.hellotvvod.com:9906/5f89837800056df62ebfac9c6a20310d.ts

Playboy,P2p://147.135.39.171:9906/5e73be64000bc4a119b463b625bf0790.ts

JStar极限电影台,P2p://ns1.hellotvvod.com:9906/5f8984c100059f812ec4b1c42bbd637b.ts

HUB都会台,P2p://147.135.39.171:9906/5f3966f9000ea8df9f81c2523b892577.ts

中天亚洲台,P2p://147.135.39.171:9906/5defdaa000044ff26ea064ef7ec56d18.ts

HUB娱家戏剧台,P2p://147.135.39.171:9906/5f3966f9000bff5c9f81c1a66c100811.ts

TVB星河,P2p://147.135.39.171:9906/5ea53a9a000d39fddb01fd3f19aa567e.ts

卫视电影台,P2p://147.135.39.171:9906/5d9a250b000845289c9bf7d246ac3362.ts

Horse Racing 88,P2p://147.135.39.171:9906/5e5a08940003dadb3b41d0b76a253b19.ts

Horse Racing 89,P2p://ns1.hellotvvod.com:9906/5f87e308000bfaf82864f8c1166e3575.ts

Bloomberg,P2p://147.135.39.171:9906/5defdaa10006c0ed6ea069831b9a2ab0.ts

CBSN,P2p://147.135.39.171:9906/5eea255d000cf269e837815842dd5862.ts

CNN,P2p://147.135.39.171:9906/5efc0848000602b02e1607f71bf1770b.ts

CNBC,P2p://147.135.39.171:9906/5eea255e0002c094e83782a03165180c.ts

Fox News,P2p://147.135.39.171:9906/5eec88f8000c8d8ff18c96b064502b37.ts

HGTV,P2p://147.135.39.171:9906/5eb535c70006670d196f350514163185.ts
限时秒杀,#genre#
无线新闻,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/wxhgxw555222.flv
翡翠,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/haoxiao1222222.flv
J2,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/ddgdswe.flv
603,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/78
now新闻,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/dftgdrthgrf11.flv
now直播,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/binowdsf.flv
now  sports,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/fdhdtrserw.flv
18台,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/cdksdcfs.flv
RTHK31,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/dfgsgRHK31.flv
vivtv,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/hygjviutv.flv
vivtv6,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/uhgcfh.flv
无线财经,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/wltypduuu.flv
香港開電視,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq1/kds.flv
明珠,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/xgmzgf.flv
有线娱乐,http://125.89.166.215/live-hwcdn.utvlive.top/live/d4e03afe056a4f2da070d5f789f3ac9e/a5ed7598a90246199df373924de367d4-2.m3u8
有线财经,http://125.89.166.215/live-hwcdn.utvlive.top/live/add598ff3f90428da3fbebb644ba135b/2bbaa83758ba412bbdd8d08626c56eb4-2.m3u8
jade,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/xgfsts.flv
卫视卡式台,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/xgwskst11.flv
爆谷,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/qwwwwyyyy.flv
爆谷,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/63
thrill,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/rtgthrill.flv
tvb经典,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/22
星卫娱乐,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/fdgxwylf.flv
有线电影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/xgydsxhg.flv
民视,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/tgwms.flv
台视,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/twdtsc.flv
超级体育1,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/sdadhcjty.flv
超级体育2,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/sjytyc.flv
超级体育3,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/sjtysds.flv
超级体育4,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/cjsysdfc.flv
寰宇新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/hyxwkl966.flv
寰宇臺灣,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/hytwtg.flv
中天新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/ztxwtyd.flv
TVBS新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/ztxwed3.flv
年代新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/ndxgw55.flv
東森新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/dsxwds.flv
中視新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/zsxwfd.flv
華視新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/fscwxw.flv
台視新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/tsxwwe.flv
民視新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/msxwd.flv
三立live,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/liveerf.flv
三立inews,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/ineyws.flv
bbc,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/mgddbbc23211.flv
nbc,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/fdnbcbc.flv
美国CNN,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/cnndfg.flv
BBCcbbe,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/CBeejbies552.flv
cnbc,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/cnbcdrdth99.flv
fox,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/tyujnewsqqq.flv
壹综合,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/tzhgh.flv
中視,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/zsxwsds.flv
台视综合,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/tszhgd.flv
華視,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/tgtwhs.flv
民视综艺,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/tgmsztx.flv
民视影剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/msyjt.flv
民視第一台,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/twmsdyfr.flv
民视台湾台,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/tgwmstdtw.flv
中天亚洲,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/twxztyzt.flv
中天亚洲,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/ilztyzs.flv
中天娱乐,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/twztyyl.flv
中天娱乐,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/ztghyh.flv
博斯高球,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/bsghwq.flv
美国高尔夫,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/golfbb.flv
爱尔达体育,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/ardtyes.flv
纬来体育,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/wltypd.flv
纬来电影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/wldyfgs.flv
纬來日本,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/ewlrdg.flv
纬來综合,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/wlzhfd.flv
纬來戏剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/wlxjghs.flv
美食星球,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/historydd.flv
亚洲旅游,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/Histroryu.flv
三立综合,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/slzhgd.flv
三立戏剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/slxjgd.flv
